# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2026       3.105857197720e-11       9.851295898938e-13      -2.262171976194e-12       6.131549558680e-15       3.527239490836e-16       1.064622278446e-16      -8.129390164057e-18 
 2027       3.104864057285e-11       9.784010180276e-13      -2.251070733579e-12       6.125692440826e-15       3.520156111347e-16       1.062961929169e-16      -8.031771445385e-18 
 2028       3.103800905292e-11       9.717111702180e-13      -2.239685643804e-12       6.119837643871e-15       3.513090186950e-16       1.061234014097e-16      -7.933977539426e-18 
 2029       3.102666233874e-11       9.650618405775e-13      -2.228021654841e-12       6.113984732898e-15       3.506041669551e-16       1.059436354982e-16      -7.835887279744e-18 
 2030       3.101458529798e-11       9.584548298693e-13      -2.216083736508e-12       6.108133271145e-15       3.499010510608e-16       1.057566765550e-16      -7.737379022514e-18 
 2031       3.100176274459e-11       9.518919455153e-13      -2.203876880499e-12       6.102282819998e-15       3.491996661130e-16       1.055623051497e-16      -7.638330645937e-18 
 2032       3.098817943872e-11       9.453750016038e-13      -2.191406100412e-12       6.096432938997e-15       3.485000071673e-16       1.053603010472e-16      -7.538619549649e-18 
 2033       3.097382008666e-11       9.389058188981e-13      -2.178676431780e-12       6.090583185825e-15       3.478020692344e-16       1.051504432073e-16      -7.438122654136e-18 
 2034       3.095866934081e-11       9.324862248439e-13      -2.165692932091e-12       6.084733116311e-15       3.471058472799e-16       1.049325097835e-16      -7.336716400144e-18 
 2035       3.094271179957e-11       9.261180535775e-13      -2.152460680826e-12       6.078882284427e-15       3.464113362240e-16       1.047062781221e-16      -7.234276748094e-18 
 2036       3.092593200728e-11       9.198031459340e-13      -2.138984779478e-12       6.073030242284e-15       3.457185309417e-16       1.044715247612e-16      -7.130679177489e-18 
 2037       3.090831445421e-11       9.135433494551e-13      -2.125270351583e-12       6.067176540129e-15       3.450274262626e-16       1.042280254296e-16      -7.025798686330e-18 
 2038       3.088984357641e-11       9.073405183970e-13      -2.111322542751e-12       6.061320726347e-15       3.443380169708e-16       1.039755550462e-16      -6.919509790526e-18 
 2039       3.087050375574e-11       9.011965137388e-13      -2.097146520689e-12       6.055462347453e-15       3.436502978050e-16       1.037138877187e-16      -6.811686523308e-18 
 2040       3.085027931973e-11       8.951132031899e-13      -2.082747475231e-12       6.049600948094e-15       3.429642634582e-16       1.034427967427e-16      -6.702202434638e-18 
 2041       3.082915454155e-11       8.890924611985e-13      -2.068130618366e-12       6.043736071045e-15       3.422799085780e-16       1.031620546007e-16      -6.590930590624e-18 
 2042       3.080711363995e-11       8.831361689595e-13      -2.053301184266e-12       6.037867257206e-15       3.415972277660e-16       1.028714329616e-16      -6.477743572930e-18 
 2043       3.078414077919e-11       8.772462144224e-13      -2.038264429313e-12       6.031994045601e-15       3.409162155782e-16       1.025707026788e-16      -6.362513478188e-18 
 2044       3.076022006895e-11       8.714244922991e-13      -2.023025632126e-12       6.026115973374e-15       3.402368665246e-16       1.022596337902e-16      -6.245111917411e-18 
 2045       3.073533556433e-11       8.656729040725e-13      -2.007590093593e-12       6.020232575787e-15       3.395591750694e-16       1.019379955167e-16      -6.125410015405e-18 
 2046       3.070947126572e-11       8.599933580037e-13      -1.991963136894e-12       6.014343386222e-15       3.388831356309e-16       1.016055562612e-16      -6.003278410181e-18 
 2047       3.068261111877e-11       8.543877691409e-13      -1.976150107529e-12       6.008447936171e-15       3.382087425811e-16       1.012620836079e-16      -5.878587252365e-18 
 2048       3.065474202551e-11       8.488578133232e-13      -1.960156474923e-12       6.002545803248e-15       3.375359905529e-16       1.009074473326e-16      -5.751248236332e-18 
 2049       3.062586290141e-11       8.434041872572e-13      -1.943988137962e-12       5.996636755597e-15       3.368648753621e-16       1.005419292397e-16      -5.621341023149e-18 
 2050       3.059597568292e-11       8.380273431687e-13      -1.927651121693e-12       5.990720608508e-15       3.361953930918e-16       1.001659155376e-16      -5.488987720022e-18 
 2051       3.056508232220e-11       8.327277343262e-13      -1.911151475982e-12       5.984797176504e-15       3.355275397859e-16       9.977979403061e-17      -5.354310931220e-18 
 2052       3.053318478711e-11       8.275058150423e-13      -1.894495275541e-12       5.978866273338e-15       3.348613114493e-16       9.938395412066e-17      -5.217433758696e-18 
 2053       3.050028506124e-11       8.223620406748e-13      -1.877688619964e-12       5.972927711993e-15       3.341967040472e-16       9.897878680948e-17      -5.078479802692e-18 
 2054       3.046638514397e-11       8.172968676273e-13      -1.860737633753e-12       5.966981304682e-15       3.335337135060e-16       9.856468470048e-17      -4.937573162360e-18 
 2055       3.043148705044e-11       8.123107533502e-13      -1.843648466351e-12       5.961026862843e-15       3.328723357125e-16       9.814204200076e-17      -4.794838436372e-18 
 2056       3.039559281160e-11       8.074041563421e-13      -1.826427292174e-12       5.955064197143e-15       3.322125665140e-16       9.771125452311e-17      -4.650400723537e-18 
 2057       3.035870447422e-11       8.025775361501e-13      -1.809080310638e-12       5.949093117474e-15       3.315544017185e-16       9.727271968795e-17      -4.504385623411e-18 
 2058       3.032082410094e-11       7.978313533714e-13      -1.791613746194e-12       5.943113432952e-15       3.308978370943e-16       9.682683652535e-17      -4.356919236913e-18 
 2059       3.028195377024e-11       7.931660696539e-13      -1.774033848354e-12       5.937124951918e-15       3.302428683701e-16       9.637400567696e-17      -4.208128166942e-18 
 2060       3.024209557653e-11       7.885821476969e-13      -1.756346891727e-12       5.931127481936e-15       3.295894912352e-16       9.591462939806e-17      -4.058139518985e-18 
 2061       3.020125163011e-11       7.840800512530e-13      -1.738559176046e-12       5.925120829790e-15       3.289377013388e-16       9.544911155947e-17      -3.907080901736e-18 
 2062       3.015942405723e-11       7.796602451280e-13      -1.720677026200e-12       5.919104801486e-15       3.282874942905e-16       9.497785764958e-17      -3.755080427704e-18 
 2063       3.011661500010e-11       7.753231951825e-13      -1.702706792265e-12       5.913079202250e-15       3.276388656601e-16       9.450127477630e-17      -3.602266713836e-18 
 2064       3.007282661691e-11       7.710693683327e-13      -1.684654849533e-12       5.907043836527e-15       3.269918109774e-16       9.401977166906e-17      -3.448768882122e-18 
 2065       3.002806108185e-11       7.668992325512e-13      -1.666527598546e-12       5.900998507979e-15       3.263463257324e-16       9.353375868077e-17      -3.294716560214e-18 
 2066       2.998232058515e-11       7.628132568685e-13      -1.648331465123e-12       5.894943019486e-15       3.257024053748e-16       9.304364778981e-17      -3.140239882038e-18 
 2067       2.993560733309e-11       7.588119113731e-13      -1.630072900395e-12       5.888877173143e-15       3.250600453145e-16       9.254985260204e-17      -2.985469488409e-18 
 2068       2.988792354801e-11       7.548956672133e-13      -1.611758380831e-12       5.882800770260e-15       3.244192409210e-16       9.205278835272e-17      -2.830536527643e-18 
 2069       2.983927146835e-11       7.510649965977e-13      -1.593394408272e-12       5.876713611362e-15       3.237799875240e-16       9.155287190853e-17      -2.675572656175e-18 
 2070       2.978965334868e-11       7.473203727962e-13      -1.574987509960e-12       5.870615496185e-15       3.231422804124e-16       9.105052176955e-17      -2.520710039167e-18 
 2071       2.973907145969e-11       7.436622701411e-13      -1.556544238572e-12       5.864506223679e-15       3.225061148352e-16       9.054615807122e-17      -2.366081351128e-18 
 2072       2.968752808825e-11       7.400911640280e-13      -1.538071172245e-12       5.858385592004e-15       3.218714860009e-16       9.004020258634e-17      -2.211819776523e-18 
 2073       2.963502553739e-11       7.366075309169e-13      -1.519574914612e-12       5.852253398530e-15       3.212383890775e-16       8.953307872704e-17      -2.058059010391e-18 
 2074       2.958156612636e-11       7.332118483328e-13      -1.501062094831e-12       5.846109439837e-15       3.206068191926e-16       8.902521154677e-17      -1.904933258954e-18 
 2075       2.952715219066e-11       7.299045948671e-13      -1.482539367614e-12       5.839953511711e-15       3.199767714331e-16       8.851702774225e-17      -1.752577240238e-18 
 2076       2.947178608200e-11       7.266862501781e-13      -1.464013413261e-12       5.833785409148e-15       3.193482408454e-16       8.800895565550e-17      -1.601126184680e-18 
 2077       2.941547016839e-11       7.235572949924e-13      -1.445490937688e-12       5.827604926347e-15       3.187212224351e-16       8.750142527577e-17      -1.450715835744e-18 
 2078       2.935820683412e-11       7.205182111058e-13      -1.426978672457e-12       5.821411856714e-15       3.180957111674e-16       8.699486824155e-17      -1.301482450538e-18 
 2079       2.929999847982e-11       7.175694813839e-13      -1.408483374813e-12       5.815205992859e-15       3.174717019663e-16       8.648971784255e-17      -1.153562800425e-18 
 2080       2.924084752245e-11       7.147115897634e-13      -1.390011827706e-12       5.808987126595e-15       3.168491897150e-16       8.598640902166e-17      -1.007094171637e-18 
 2081       2.918075639531e-11       7.119450212531e-13      -1.371570839828e-12       5.802755048936e-15       3.162281692561e-16       8.548537837696e-17      -8.622143658896e-19 
 2082       2.911972754811e-11       7.092702619346e-13      -1.353167245641e-12       5.796509550100e-15       3.156086353909e-16       8.498706416366e-17      -7.190617009958e-19 
 2083       2.905776344697e-11       7.066877989633e-13      -1.334807905409e-12       5.790250419501e-15       3.149905828797e-16       8.449190629612e-17      -5.777750114799e-19 
 2084       2.899486657441e-11       7.041981205698e-13      -1.316499705227e-12       5.783977445756e-15       3.143740064419e-16       8.400034634981e-17      -4.384936491918e-19 
 2085       2.893103942945e-11       7.018017160603e-13      -1.298249557054e-12       5.777690416679e-15       3.137589007556e-16       8.351282756329e-17      -3.013574839204e-19 
 2086       2.886628452753e-11       6.994990758178e-13      -1.280064398743e-12       5.771389119280e-15       3.131452604577e-16       8.302979484019e-17      -1.665069040074e-19 
 2087       2.880060628140e-11       6.972904794675e-13      -1.261950707598e-12       5.765073391252e-15       3.125330805018e-16       8.255158940593e-17      -3.405450110303e-20 
 2088       2.873401665785e-11       6.951753587467e-13      -1.243913037259e-12       5.758743275818e-15       3.119223572347e-16       8.207813196621e-17       9.600009388222e-20 
 2089       2.866652956065e-11       6.931529301679e-13      -1.225955470618e-12       5.752398867966e-15       3.113130873277e-16       8.160923733021e-17       2.236856428330e-19 
 2090       2.859815895347e-11       6.912224064443e-13      -1.208082105377e-12       5.746040263063e-15       3.107052674185e-16       8.114471955312e-17       3.490310389680e-19 
 2091       2.852891885996e-11       6.893829964843e-13      -1.190297054063e-12       5.739667556857e-15       3.100988941117e-16       8.068439193527e-17       4.720653070058e-19 
 2092       2.845882336379e-11       6.876339053871e-13      -1.172604444048e-12       5.733280845476e-15       3.094939639786e-16       8.022806702118e-17       5.928176033306e-19 
 2093       2.838788660876e-11       6.859743344374e-13      -1.155008417564e-12       5.726880225428e-15       3.088904735571e-16       7.977555659865e-17       7.113172161580e-19 
 2094       2.831612279885e-11       6.844034811011e-13      -1.137513131723e-12       5.720465793602e-15       3.082884193518e-16       7.932667169786e-17       8.275935657010e-19 
 2095       2.824354619831e-11       6.829205390200e-13      -1.120122758533e-12       5.714037647271e-15       3.076877978337e-16       7.888122259038e-17       9.416762043358e-19 
 2096       2.817017113171e-11       6.815246980069e-13      -1.102841484914e-12       5.707595884087e-15       3.070886054403e-16       7.843901878834e-17       1.053594816767e-18 
 2097       2.809601198407e-11       6.802151440412e-13      -1.085673512717e-12       5.701140602085e-15       3.064908385758e-16       7.799986904345e-17       1.163379220196e-18 
 2098       2.802108320085e-11       6.789910592633e-13      -1.068623058741e-12       5.694671899686e-15       3.058944936105e-16       7.756358134608e-17       1.271059364481e-18 
 2099       2.794539928809e-11       6.778516219704e-13      -1.051694354753e-12       5.688189875691e-15       3.052995668812e-16       7.712996292438e-17       1.376665332311e-18 
 2100       2.786897481247e-11       6.767960066114e-13      -1.034891647498e-12       5.681694629285e-15       3.047060546909e-16       7.669882024330e-17       1.480227339364e-18 
 2101       2.779182440138e-11       6.758233837818e-13      -1.018219198724e-12       5.675186260039e-15       3.041139533089e-16       7.626995900374e-17       1.581775734477e-18 
 2102       2.771396274296e-11       6.749329202192e-13      -1.001681285195e-12       5.668664867907e-15       3.035232589707e-16       7.584318414156e-17       1.681340999812e-18 
 2103       2.763540458625e-11       6.741237787982e-13      -9.852821987124e-13       5.662130553230e-15       3.029339678779e-16       7.541829982670e-17       1.778953751020e-18 
 2104       2.755616474118e-11       6.733951185256e-13      -9.690262461261e-13       5.655583416733e-15       3.023460761983e-16       7.499510946225e-17       1.874644737406e-18 
 2105       2.747625807872e-11       6.727460945354e-13      -9.529177493573e-13       5.649023559526e-15       3.017595800657e-16       7.457341568353e-17       1.968444842099e-18 
 2106       2.739569953089e-11       6.721758580843e-13      -9.369610454137e-13       5.642451083109e-15       3.011744755798e-16       7.415302035716e-17       2.060385082215e-18 
 2107       2.731450409087e-11       6.716835565464e-13      -9.211604864068e-13       5.635866089364e-15       3.005907588064e-16       7.373372458016e-17       2.150496609020e-18 
 2108       2.723268681308e-11       6.712683334084e-13      -9.055204395699e-13       5.629268680564e-15       3.000084257771e-16       7.331532867900e-17       2.238810708102e-18 
 2109       2.715026281322e-11       6.709293282652e-13      -8.900452872747e-13       5.622658959369e-15       2.994274724893e-16       7.289763220870e-17       2.325358799533e-18 
 2110       2.706724726839e-11       6.706656768143e-13      -8.747394270493e-13       5.616037028826e-15       2.988478949064e-16       7.248043395191e-17       2.410172438034e-18 
 2111       2.698365541710e-11       6.704765108515e-13      -8.596072715952e-13       5.609402992372e-15       2.982696889573e-16       7.206353191797e-17       2.493283313144e-18 
 2112       2.689950255942e-11       6.703609582658e-13      -8.446532488045e-13       5.602756953831e-15       2.976928505368e-16       7.164672334201e-17       2.574723249384e-18 
 2113       2.681480405700e-11       6.703181430345e-13      -8.298818017777e-13       5.596099017418e-15       2.971173755053e-16       7.122980468403e-17       2.654524206423e-18 
 2114       2.672957533316e-11       6.703471852185e-13      -8.152973888407e-13       5.589429287738e-15       2.965432596886e-16       7.081257162795e-17       2.732718279242e-18 
 2115       2.664383187298e-11       6.704472009572e-13      -8.009044835622e-13       5.582747869786e-15       2.959704988784e-16       7.039481908073e-17       2.809337698304e-18 
 2116       2.655758922333e-11       6.706173024639e-13      -7.867075747711e-13       5.576054868947e-15       2.953990888316e-16       6.997634117140e-17       2.884414829717e-18 
 2117       2.647086299300e-11       6.708565980206e-13      -7.727111665738e-13       5.569350390998e-15       2.948290252708e-16       6.955693125021e-17       2.957982175398e-18 
 2118       2.638366885274e-11       6.711641919734e-13      -7.589197783717e-13       5.562634542108e-15       2.942603038837e-16       6.913638188762e-17       3.030072373245e-18 
 2119       2.629602253533e-11       6.715391847275e-13      -7.453379448783e-13       5.555907428837e-15       2.936929203236e-16       6.871448487346e-17       3.100718197296e-18 
 2120       2.620793983569e-11       6.719806727426e-13      -7.319702161365e-13       5.549169158137e-15       2.931268702089e-16       6.829103121596e-17       3.169952557898e-18 
 2121       2.611943661090e-11       6.724877485275e-13      -7.188211575365e-13       5.542419837356e-15       2.925621491236e-16       6.786581114085e-17       3.237808501874e-18 
 2122       2.603052878033e-11       6.730595006357e-13      -7.058953498323e-13       5.535659574231e-15       2.919987526164e-16       6.743861409042e-17       3.304319212686e-18 
 2123       2.594123232566e-11       6.736950136603e-13      -6.931973891599e-13       5.528888476897e-15       2.914366762016e-16       6.700922872264e-17       3.369518010603e-18 
 2124       2.585156329101e-11       6.743933682292e-13      -6.807318870539e-13       5.522106653880e-15       2.908759153584e-16       6.657744291017e-17       3.433438352866e-18 
 2125       2.576153778297e-11       6.751536410002e-13      -6.685034704654e-13       5.515314214102e-15       2.903164655310e-16       6.614304373951e-17       3.496113833854e-18 
 2126       2.567117196739e-11       6.759748311447e-13      -6.565160705448e-13       5.508511294793e-15       2.897583224238e-16       6.570587754231e-17       3.557578872683e-18 
 2127       2.558048205946e-11       6.768556392542e-13      -6.447707836038e-13       5.501698145440e-15       2.892014828890e-16       6.526603044296e-17       3.617870780840e-18 
 2128       2.548948433375e-11       6.777946869018e-13      -6.332679954602e-13       5.494875044415e-15       2.886459440447e-16       6.482364905232e-17       3.677027709118e-18 
 2129       2.539819512748e-11       6.787905900086e-13      -6.220080913328e-13       5.488042271118e-15       2.880917029808e-16       6.437888054900e-17       3.735087961657e-18 
 2130       2.530663084069e-11       6.798419588367e-13      -6.109914558401e-13       5.481200105979e-15       2.875387567585e-16       6.393187267999e-17       3.792089996129e-18 
 2131       2.521480793626e-11       6.809473979827e-13      -6.002184729990e-13       5.474348830457e-15       2.869871024106e-16       6.348277376142e-17       3.848072423919e-18 
 2132       2.512274294001e-11       6.821055063707e-13      -5.896895262230e-13       5.467488727043e-15       2.864367369410e-16       6.303173267912e-17       3.903074010314e-18 
 2133       2.503045244075e-11       6.833148772456e-13      -5.794049983207e-13       5.460620079260e-15       2.858876573253e-16       6.257889888939e-17       3.957133674682e-18 
 2134       2.493795309038e-11       6.845740981661e-13      -5.693652714943e-13       5.453743171663e-15       2.853398605103e-16       6.212442241963e-17       4.010290490663e-18 
 2135       2.484526160394e-11       6.858817509980e-13      -5.595707273382e-13       5.446858289845e-15       2.847933434140e-16       6.166845386900e-17       4.062583686344e-18 
 2136       2.475239475970e-11       6.872364119072e-13      -5.500217468371e-13       5.439965720431e-15       2.842481029257e-16       6.121114440911e-17       4.114052644450e-18 
 2137       2.465936939924e-11       6.886366513533e-13      -5.407187103651e-13       5.433065751086e-15       2.837041359059e-16       6.075264578471e-17       4.164736902526e-18 
 2138       2.456620242750e-11       6.900810340824e-13      -5.316619976834e-13       5.426158670512e-15       2.831614391862e-16       6.029311031430e-17       4.214676153121e-18 
 2139       2.447291081287e-11       6.915681191204e-13      -5.228519879394e-13       5.419244768451e-15       2.826200095693e-16       5.983269089090e-17       4.263910243971e-18 
 2140       2.437951158727e-11       6.930964597661e-13      -5.142890596649e-13       5.412324335685e-15       2.820798438290e-16       5.937154098261e-17       4.312479178184e-18 
 2141       2.428602184620e-11       6.946646035844e-13      -5.059735907746e-13       5.405397664038e-15       2.815409387101e-16       5.890981463337e-17       4.360423114425e-18 
 2142       2.419245874884e-11       6.962710923998e-13      -4.979059585645e-13       5.398465046377e-15       2.810032909285e-16       5.844766646360e-17       4.407782367099e-18 
 2143       2.409883951812e-11       6.979144622892e-13      -4.900865397105e-13       5.391526776612e-15       2.804668971709e-16       5.798525167087e-17       4.454597406536e-18 
 2144       2.400518144077e-11       6.995932435749e-13      -4.825157102669e-13       5.384583149701e-15       2.799317540949e-16       5.752272603056e-17       4.500908859173e-18 
 2145       2.391150186743e-11       7.013059608185e-13      -4.751938456647e-13       5.377634461646e-15       2.793978583290e-16       5.706024589657e-17       4.546757507739e-18 
 2146       2.381781821270e-11       7.030511328133e-13      -4.681213207100e-13       5.370681009497e-15       2.788652064725e-16       5.659796820195e-17       4.592184291441e-18 
 2147       2.372414795521e-11       7.048272725781e-13      -4.612985095829e-13       5.363723091353e-15       2.783337950955e-16       5.613605045960e-17       4.637230306145e-18 
 2148       2.363050863771e-11       7.066328873500e-13      -4.547257858356e-13       5.356761006364e-15       2.778036207388e-16       5.567465076294e-17       4.681936804564e-18 
 2149       2.353691786714e-11       7.084664785776e-13      -4.484035223908e-13       5.349795054730e-15       2.772746799138e-16       5.521392778657e-17       4.726345196437e-18 
 2150       2.344339331470e-11       7.103265419143e-13      -4.423320915406e-13       5.342825537704e-15       2.767469691028e-16       5.475404078693e-17       4.770497048718e-18 
 2151       2.334995271592e-11       7.122115672116e-13      -4.365118649445e-13       5.335852757592e-15       2.762204847584e-16       5.429514960303e-17       4.814434085755e-18 
 2152       2.325661387076e-11       7.141200385119e-13      -4.309432136283e-13       5.328877017755e-15       2.756952233039e-16       5.383741465704e-17       4.858198189479e-18 
 2153       2.316339464363e-11       7.160504340422e-13      -4.256265079820e-13       5.321898622609e-15       2.751711811333e-16       5.338099695503e-17       4.901831399585e-18 
 2154       2.307031296354e-11       7.180012262066e-13      -4.205621177589e-13       5.314917877629e-15       2.746483546107e-16       5.292605808761e-17       4.945375913719e-18 
 2155       2.297738682408e-11       7.199708815801e-13      -4.157504120738e-13       5.307935089347e-15       2.741267400709e-16       5.247276023061e-17       4.988874087657e-18 
 2156       2.288463428360e-11       7.219578609016e-13      -4.111917594012e-13       5.300950565353e-15       2.736063338190e-16       5.202126614575e-17       5.032368435494e-18 
 2157       2.279207346518e-11       7.239606190669e-13      -4.068865275743e-13       5.293964614301e-15       2.730871321305e-16       5.157173918132e-17       5.075901629826e-18 
 2158       2.269972255680e-11       7.259776051220e-13      -4.028350837830e-13       5.286977545903e-15       2.725691312512e-16       5.112434327283e-17       5.119516501934e-18 
 2159       2.260759981132e-11       7.280072622563e-13      -3.990377945727e-13       5.279989670936e-15       2.720523273971e-16       5.067924294371e-17       5.163256041969e-18 
 2160       2.251572354665e-11       7.300480277958e-13      -3.954950258427e-13       5.273001301242e-15       2.715367167545e-16       5.023660330597e-17       5.207163399133e-18 
 2161       2.242411214574e-11       7.320983331963e-13      -3.922071428442e-13       5.266012749726e-15       2.710222954800e-16       4.979659006087e-17       5.251281881869e-18 
 2162       2.233278405671e-11       7.341566040363e-13      -3.891745101798e-13       5.259024330361e-15       2.705090597000e-16       4.935936949958e-17       5.295654958039e-18 
 2163       2.224175779289e-11       7.362212600107e-13      -3.863974918008e-13       5.252036358186e-15       2.699970055113e-16       4.892510850389e-17       5.340326255112e-18 
 2164       2.215105193292e-11       7.382907149233e-13      -3.838764510065e-13       5.245049149312e-15       2.694861289806e-16       4.849397454685e-17       5.385339560345e-18 
 2165       2.206068363695e-11       7.403634540630e-13      -3.816112355752e-13       5.238063014617e-15       2.689764264318e-16       4.806609848688e-17       5.430728090890e-18 
 2166       2.197066418426e-11       7.424382669145e-13      -3.795996293554e-13       5.231078240814e-15       2.684678953087e-16       4.764146267380e-17       5.476482224431e-18 
 2167       2.188100340561e-11       7.445140160075e-13      -3.778388902021e-13       5.224095109257e-15       2.679605333180e-16       4.722001208756e-17       5.522581550721e-18 
 2168       2.179171116443e-11       7.465895596719e-13      -3.763262638782e-13       5.217113902237e-15       2.674543381425e-16       4.680169147583e-17       5.569005581756e-18 
 2169       2.170279735680e-11       7.486637520331e-13      -3.750589840401e-13       5.210134902978e-15       2.669493074416e-16       4.638644535373e-17       5.615733751690e-18 
 2170       2.161427191153e-11       7.507354430072e-13      -3.740342722227e-13       5.203158395640e-15       2.664454388504e-16       4.597421800354e-17       5.662745416740e-18 
 2171       2.152614479018e-11       7.528034782965e-13      -3.732493378250e-13       5.196184665321e-15       2.659427299805e-16       4.556495347440e-17       5.710019855099e-18 
 2172       2.143842598708e-11       7.548666993839e-13      -3.727013780952e-13       5.189213998055e-15       2.654411784195e-16       4.515859558207e-17       5.757536266844e-18 
 2173       2.135112552942e-11       7.569239435289e-13      -3.723875781161e-13       5.182246680814e-15       2.649407817312e-16       4.475508790865e-17       5.805273773842e-18 
 2174       2.126425347721e-11       7.589740437620e-13      -3.723051107904e-13       5.175283001512e-15       2.644415374553e-16       4.435437380224e-17       5.853211419669e-18 
 2175       2.117781992337e-11       7.610158288805e-13      -3.724511368257e-13       5.168323249003e-15       2.639434431077e-16       4.395639637674e-17       5.901328169507e-18 
 2176       2.109183499376e-11       7.630481234433e-13      -3.728228047204e-13       5.161367713082e-15       2.634464961800e-16       4.356109851151e-17       5.949602910064e-18 
 2177       2.100630884719e-11       7.650697477660e-13      -3.734172507484e-13       5.154416684487e-15       2.629506941400e-16       4.316842285111e-17       5.998014449478e-18 
 2178       2.092125167548e-11       7.670795179164e-13      -3.742315989446e-13       5.147470454901e-15       2.624560344315e-16       4.277831180505e-17       6.046541517228e-18 
 2179       2.083667370349e-11       7.690762457094e-13      -3.752629610904e-13       5.140529316949e-15       2.619625144738e-16       4.239070754745e-17       6.095162764044e-18 
 2180       2.075258518916e-11       7.710587387021e-13      -3.765084366988e-13       5.133593564205e-15       2.614701316625e-16       4.200555201680e-17       6.143856761814e-18 
 2181       2.066899642354e-11       7.730258001893e-13      -3.779651129995e-13       5.126663491189e-15       2.609788833686e-16       4.162278691570e-17       6.192602003497e-18 
 2182       2.058591773081e-11       7.749762291981e-13      -3.796300649247e-13       5.119739393366e-15       2.604887669392e-16       4.124235371050e-17       6.241376903030e-18 
 2183       2.050335946834e-11       7.769088204839e-13      -3.815003550939e-13       5.112821567154e-15       2.599997796969e-16       4.086419363113e-17       6.290159795239e-18 
 2184       2.042133202675e-11       7.788223645245e-13      -3.835730337994e-13       5.105910309919e-15       2.595119189403e-16       4.048824767073e-17       6.338928935747e-18 
 2185       2.033984582986e-11       7.807156475161e-13      -3.858451389919e-13       5.099005919978e-15       2.590251819434e-16       4.011445658540e-17       6.387662500884e-18 
 2186       2.025891133484e-11       7.825874513684e-13      -3.883136962650e-13       5.092108696598e-15       2.585395659559e-16       3.974276089393e-17       6.436338587599e-18 
 2187       2.017853903213e-11       7.844365536990e-13      -3.909757188414e-13       5.085218940002e-15       2.580550682032e-16       3.937310087753e-17       6.484935213364e-18 
 2188       2.009873944558e-11       7.862617278296e-13      -3.938282075576e-13       5.078336951367e-15       2.575716858862e-16       3.900541657950e-17       6.533430316089e-18 
 2189       2.001952313242e-11       7.880617427803e-13      -3.968681508494e-13       5.071463032821e-15       2.570894161814e-16       3.863964780502e-17       6.581801754028e-18 
 2190       1.994090068330e-11       7.898353632654e-13      -4.000925247371e-13       5.064597487452e-15       2.566082562407e-16       3.827573412080e-17       6.630027305691e-18 
 2191       1.986288272238e-11       7.915813496880e-13      -4.034982928110e-13       5.057740619303e-15       2.561282031915e-16       3.791361485485e-17       6.678084669750e-18 
 2192       1.978547990729e-11       7.932984581356e-13      -4.070824062166e-13       5.050892733376e-15       2.556492541367e-16       3.755322909618e-17       6.725951464954e-18 
 2193       1.970870292922e-11       7.949854403752e-13      -4.108418036395e-13       5.044054135632e-15       2.551714061545e-16       3.719451569453e-17       6.773605230032e-18 
 2194       1.963256251293e-11       7.966410438480e-13      -4.147734112916e-13       5.037225132990e-15       2.546946562986e-16       3.683741326008e-17       6.821023423607e-18 
 2195       1.955706941682e-11       7.982640116653e-13      -4.188741428953e-13       5.030406033332e-15       2.542190015978e-16       3.648186016317e-17       6.868183424104e-18 
 2196       1.948223443292e-11       7.998530826031e-13      -4.231408996698e-13       5.023597145503e-15       2.537444390566e-16       3.612779453401e-17       6.915062529660e-18 
 2197       1.940806838694e-11       8.014069910973e-13      -4.275705703155e-13       5.016798779309e-15       2.532709656542e-16       3.577515426245e-17       6.961637958032e-18 
 2198       1.933458213834e-11       8.029244672393e-13      -4.321600310002e-13       5.010011245519e-15       2.527985783455e-16       3.542387699764e-17       7.007886846510e-18 
 2199       1.926178658031e-11       8.044042367705e-13      -4.369061453435e-13       5.003234855872e-15       2.523272740603e-16       3.507390014777e-17       7.053786251821e-18 
 2200       1.918969263987e-11       8.058450210782e-13      -4.418057644027e-13       4.996469923067e-15       2.518570497038e-16       3.472516087980e-17       7.099313150044e-18 
 2201       1.911831127783e-11       8.072455371900e-13      -4.468557266580e-13       4.989716760775e-15       2.513879021561e-16       3.437759611919e-17       7.144444436516e-18 
 2202       1.904765348891e-11       8.086044977697e-13      -4.520528579976e-13       4.982975683633e-15       2.509198282724e-16       3.403114254958e-17       7.189156925742e-18 
 2203       1.897773030171e-11       8.099206111116e-13      -4.573939717031e-13       4.976247007246e-15       2.504528248832e-16       3.368573661254e-17       7.233427351306e-18 
 2204       1.890855090398e-11       8.111927396275e-13      -4.628757706463e-13       4.969531017239e-15       2.499868889183e-16       3.334133815751e-17       7.277228414318e-18 
