# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  704       2.542860383106e-10       4.980420458365e-12      -1.372347086198e-11       1.072026092667e-14       2.136533012631e-14       5.055628906469e-15      -6.274477097130e-16 
  705       2.550051806682e-10       4.967492297464e-12      -1.390411581389e-11       1.073053062549e-14       2.125451952568e-14       5.067395756534e-15      -6.254819747351e-16 
  706       2.557429449672e-10       4.953836002272e-12      -1.408192019699e-11       1.074093629566e-14       2.114444145458e-14       5.078805242647e-15      -6.234578279585e-16 
  707       2.564989419908e-10       4.939458020455e-12      -1.425679888173e-11       1.075147891197e-14       2.103508972179e-14       5.089857367834e-15      -6.213752716019e-16 
  708       2.572727768475e-10       4.924364919212e-12      -1.442866602282e-11       1.076215944803e-14       2.092645797262e-14       5.100552161693e-15      -6.192343112816e-16 
  709       2.580640489502e-10       4.908563385749e-12      -1.459743505696e-11       1.077297887627e-14       2.081853968820e-14       5.110889680515e-15      -6.170349560269e-16 
  710       2.588723519947e-10       4.892060227751e-12      -1.476301870068e-11       1.078393816788e-14       2.071132818476e-14       5.120870007411e-15      -6.147772182959e-16 
  711       2.596972739377e-10       4.874862373857e-12      -1.492532894808e-11       1.079503829285e-14       2.060481661292e-14       5.130493252434e-15      -6.124611139904e-16 
  712       2.605383969756e-10       4.856976874129e-12      -1.508427706866e-11       1.080628021990e-14       2.049899795698e-14       5.139759552707e-15      -6.100866624716e-16 
  713       2.613952975232e-10       4.838410900528e-12      -1.523977360504e-11       1.081766491648e-14       2.039386503417e-14       5.148669072547e-15      -6.076538865750e-16 
  714       2.622675461916e-10       4.819171747382e-12      -1.539172837085e-11       1.082919334873e-14       2.028941049400e-14       5.157222003587e-15      -6.051628126265e-16 
  715       2.631547077669e-10       4.799266831863e-12      -1.554005044840e-11       1.084086648149e-14       2.018562681749e-14       5.165418564902e-15      -6.026134704570e-16 
  716       2.640563411891e-10       4.778703694459e-12      -1.568464818656e-11       1.085268527823e-14       2.008250631648e-14       5.173259003136e-15      -6.000058934182e-16 
  717       2.649719995297e-10       4.757489999444e-12      -1.582542919850e-11       1.086465070109e-14       1.998004113289e-14       5.180743592623e-15      -5.973401183980e-16 
  718       2.659012299711e-10       4.735633535351e-12      -1.596230035948e-11       1.087676371080e-14       1.987822323805e-14       5.187872635513e-15      -5.946161858357e-16 
  719       2.668435737843e-10       4.713142215449e-12      -1.609516780465e-11       1.088902526669e-14       1.977704443196e-14       5.194646461898e-15      -5.918341397372e-16 
  720       2.677985663079e-10       4.690024078208e-12      -1.622393692683e-11       1.090143632667e-14       1.967649634255e-14       5.201065429936e-15      -5.889940276909e-16 
  721       2.687657369264e-10       4.666287287778e-12      -1.634851237429e-11       1.091399784718e-14       1.957657042502e-14       5.207129925973e-15      -5.860959008825e-16 
  722       2.697446151522e-10       4.641940816518e-12      -1.646881109961e-11       1.092671034062e-14       1.947725910533e-14       5.212840953210e-15      -5.831399336586e-16 
  723       2.707347490515e-10       4.616996506753e-12      -1.658480179986e-11       1.093957253772e-14       1.937855923767e-14       5.218201910484e-15      -5.801267848359e-16 
  724       2.717356871479e-10       4.591467051600e-12      -1.669646626868e-11       1.095258269806e-14       1.928046871543e-14       5.223216849662e-15      -5.770572437200e-16 
  725       2.727469723327e-10       4.565365317306e-12      -1.680378641819e-11       1.096573905016e-14       1.918298533282e-14       5.227889890616e-15      -5.739321112624e-16 
  726       2.737681418446e-10       4.538704343881e-12      -1.690674427974e-11       1.097903979127e-14       1.908610678443e-14       5.232225221483e-15      -5.707522001022e-16 
  727       2.747987272494e-10       4.511497345724e-12      -1.700532200475e-11       1.099248308733e-14       1.898983066476e-14       5.236227098926e-15      -5.675183346097e-16 
  728       2.758382544201e-10       4.483757712256e-12      -1.709950186542e-11       1.100606707276e-14       1.889415446778e-14       5.239899848392e-15      -5.642313509291e-16 
  729       2.768862435166e-10       4.455499008545e-12      -1.718926625560e-11       1.101978985043e-14       1.879907558648e-14       5.243247864375e-15      -5.608920970211e-16 
  730       2.779422089659e-10       4.426734975942e-12      -1.727459769153e-11       1.103364949146e-14       1.870459131241e-14       5.246275610672e-15      -5.575014327059e-16 
  731       2.790056594414e-10       4.397479532700e-12      -1.735547881261e-11       1.104764403512e-14       1.861069883523e-14       5.248987620647e-15      -5.540602297063e-16 
  732       2.800760978432e-10       4.367746774615e-12      -1.743189238224e-11       1.106177148873e-14       1.851739524229e-14       5.251388497485e-15      -5.505693716899e-16 
  733       2.811530212782e-10       4.337550975647e-12      -1.750382128857e-11       1.107602982751e-14       1.842467751809e-14       5.253482914461e-15      -5.470297543126e-16 
  734       2.822359210391e-10       4.306906588552e-12      -1.757124854529e-11       1.109041699446e-14       1.833254254395e-14       5.255275615191e-15      -5.434422852612e-16 
  735       2.833242825853e-10       4.275828245514e-12      -1.763415729242e-11       1.110493090027e-14       1.824098709747e-14       5.256771413897e-15      -5.398078842963e-16 
  736       2.844175855219e-10       4.244330758768e-12      -1.769253079712e-11       1.111956942312e-14       1.815000785208e-14       5.257975195665e-15      -5.361274832949e-16 
  737       2.855153035803e-10       4.212429121237e-12      -1.774635245443e-11       1.113433040864e-14       1.805960137667e-14       5.258891916706e-15      -5.324020262936e-16 
  738       2.866169045975e-10       4.180138507156e-12      -1.779560578809e-11       1.114921166975e-14       1.796976413502e-14       5.259526604615e-15      -5.286324695312e-16 
  739       2.877218504962e-10       4.147474272702e-12      -1.784027445132e-11       1.116421098651e-14       1.788049248545e-14       5.259884358633e-15      -5.248197814916e-16 
  740       2.888295972650e-10       4.114451956625e-12      -1.788034222763e-11       1.117932610606e-14       1.779178268032e-14       5.259970349902e-15      -5.209649429469e-16 
  741       2.899395949374e-10       4.081087280877e-12      -1.791579303154e-11       1.119455474243e-14       1.770363086557e-14       5.259789821731e-15      -5.170689469997e-16 
  742       2.910512875727e-10       4.047396151242e-12      -1.794661090944e-11       1.120989457648e-14       1.761603308031e-14       5.259348089852e-15      -5.131327991267e-16 
  743       2.921641132352e-10       4.013394657962e-12      -1.797278004034e-11       1.122534325570e-14       1.752898525632e-14       5.258650542683e-15      -5.091575172208e-16 
  744       2.932775039742e-10       3.979099076370e-12      -1.799428473666e-11       1.124089839417e-14       1.744248321763e-14       5.257702641583e-15      -5.051441316343e-16 
  745       2.943908858041e-10       3.944525867519e-12      -1.801110944503e-11       1.125655757238e-14       1.735652268007e-14       5.256509921116e-15      -5.010936852218e-16 
  746       2.955036786839e-10       3.909691678807e-12      -1.802323874705e-11       1.127231833713e-14       1.727109925079e-14       5.255077989312e-15      -4.970072333831e-16 
  747       2.966152964974e-10       3.874613344614e-12      -1.803065736012e-11       1.128817820138e-14       1.718620842784e-14       5.253412527922e-15      -4.928858441056e-16 
  748       2.977251470329e-10       3.839307886924e-12      -1.803335013817e-11       1.130413464417e-14       1.710184559970e-14       5.251519292683e-15      -4.887305980078e-16 
  749       2.988326319633e-10       3.803792515959e-12      -1.803130207251e-11       1.132018511046e-14       1.701800604482e-14       5.249404113573e-15      -4.845425883816e-16 
  750       2.999371468255e-10       3.768084630806e-12      -1.802449829255e-11       1.133632701103e-14       1.693468493121e-14       5.247072895076e-15      -4.803229212355e-16 
  751       3.010380810008e-10       3.732201820048e-12      -1.801292406665e-11       1.135255772234e-14       1.685187731593e-14       5.244531616439e-15      -4.760727153371e-16 
  752       3.021348176944e-10       3.696161862393e-12      -1.799656480287e-11       1.136887458640e-14       1.676957814470e-14       5.241786331933e-15      -4.717931022565e-16 
  753       3.032267339154e-10       3.659982727300e-12      -1.797540604977e-11       1.138527491069e-14       1.668778225137e-14       5.238843171110e-15      -4.674852264084e-16 
  754       3.043132004568e-10       3.623682575614e-12      -1.794943349717e-11       1.140175596797e-14       1.660648435757e-14       5.235708339067e-15      -4.631502450956e-16 
  755       3.053935818751e-10       3.587279760192e-12      -1.791863297699e-11       1.141831499622e-14       1.652567907216e-14       5.232388116706e-15      -4.587893285516e-16 
  756       3.064672364704e-10       3.550792826532e-12      -1.788299046398e-11       1.143494919847e-14       1.644536089083e-14       5.228888860989e-15      -4.544036599834e-16 
  757       3.075335162663e-10       3.514240513405e-12      -1.784249207654e-11       1.145165574271e-14       1.636552419567e-14       5.225217005203e-15      -4.499944356144e-16 
  758       3.085917669894e-10       3.477641753480e-12      -1.779712407752e-11       1.146843176173e-14       1.628616325465e-14       5.221379059218e-15      -4.455628647273e-16 
  759       3.096413280496e-10       3.441015673958e-12      -1.774687287496e-11       1.148527435306e-14       1.620727222122e-14       5.217381609747e-15      -4.411101697067e-16 
  760       3.106815325199e-10       3.404381597199e-12      -1.769172502290e-11       1.150218057875e-14       1.612884513384e-14       5.213231320604e-15      -4.366375860824e-16 
  761       3.117117636127e-10       3.367757960019e-12      -1.763167664252e-11       1.151914741687e-14       1.605087669521e-14       5.208932829340e-15      -4.321461939048e-16 
  762       3.127316253374e-10       3.331159047583e-12      -1.756676188184e-11       1.153617161489e-14       1.597336462709e-14       5.204482392382e-15      -4.276364082410e-16 
  763       3.137407750746e-10       3.294598198149e-12      -1.749702500316e-11       1.155324983320e-14       1.589630735975e-14       5.199874118585e-15      -4.231084789967e-16 
  764       3.147388673672e-10       3.258088879133e-12      -1.742251101480e-11       1.157037869322e-14       1.581970325602e-14       5.195102061653e-15      -4.185626587065e-16 
  765       3.157255539122e-10       3.221644687516e-12      -1.734326567390e-11       1.158755477722e-14       1.574355061109e-14       5.190160219961e-15      -4.139992025417e-16 
  766       3.167004835519e-10       3.185279350249e-12      -1.725933548914e-11       1.160477462823e-14       1.566784765216e-14       5.185042536379e-15      -4.094183683183e-16 
  767       3.176633022658e-10       3.149006724656e-12      -1.717076772346e-11       1.162203474988e-14       1.559259253817e-14       5.179742898098e-15      -4.048204165049e-16 
  768       3.186136531619e-10       3.112840798844e-12      -1.707761039684e-11       1.163933160628e-14       1.551778335952e-14       5.174255136457e-15      -4.002056102308e-16 
  769       3.195511764686e-10       3.076795692106e-12      -1.697991228897e-11       1.165666162188e-14       1.544341813777e-14       5.168573026762e-15      -3.955742152938e-16 
  770       3.204755095259e-10       3.040885655325e-12      -1.687772294205e-11       1.167402118135e-14       1.536949482532e-14       5.162690288116e-15      -3.909265001681e-16 
