#scalar perturbations for mode k = 4.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_NEDE            17:theta_NEDE            18:shear_NEDE            19:delta_cdm             20:theta_cdm             21:delta_trigger         22:theta_hat_trigger  
       1.021708214890e-04       2.204382845357e-10      -5.567400505750e-12      -7.589325404883e-20       1.852214166548e-21       4.630535416370e-21       3.929153636021e-36       9.261070832740e-22      -4.175550379312e-12      -7.589325404883e-20       6.012818639735e-01       6.995590421193e-01      -5.567400505748e-12      -1.123767887350e-19       6.690450396834e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.175550379314e-12       0.000000000000e+00      -7.602331427465e-37      -2.292940321071e-40 
       1.112338689805e-04       2.399922338393e-10      -6.598918504075e-12      -9.796538369776e-20       2.389627579773e-21       5.974068949432e-21       6.008393424618e-36       1.194813789886e-21      -4.949188878056e-12      -9.796538369776e-20       6.013467539972e-01       6.996223072330e-01      -6.598918504073e-12      -1.450586056374e-19       7.929914511113e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -4.949188878059e-12       0.000000000000e+00      -1.247159166243e-36      -4.183157857134e-40 
       1.139527832280e-04       2.458584187616e-10      -6.925458775041e-12      -1.053199021686e-19       2.569279433078e-21       6.423198582694e-21       6.779774864578e-36       1.284639716539e-21      -5.194094081281e-12      -1.053199021686e-19       6.013352426548e-01       6.996102481371e-01      -6.925458775040e-12      -1.559482851007e-19       8.322271436525e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.194094081284e-12       0.000000000000e+00      -1.444724298411e-36      -4.947616360551e-40 
       1.166716974754e-04       2.517246037445e-10      -7.259884370864e-12      -1.130339129469e-19       2.757711811672e-21       6.894279529181e-21       7.628409088258e-36       1.378855905836e-21      -5.444913278148e-12      -1.130339129469e-19       6.013247411637e-01       6.995993208070e-01      -7.259884370862e-12      -1.673702385896e-19       8.724110513134e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.444913278151e-12       0.000000000000e+00      -1.667890292532e-36      -5.829212501163e-40 
       1.193906117229e-04       2.575907887880e-10      -7.602195291397e-12      -1.211161974336e-19       2.955130880963e-21       7.387827202408e-21       8.559948309301e-36       1.477565440482e-21      -5.701646468547e-12      -1.211161974336e-19       6.013154287648e-01       6.995897363430e-01      -7.602195291394e-12      -1.793374723472e-19       9.135436063945e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.701646468551e-12       0.000000000000e+00      -1.919272096745e-36      -6.842689284540e-40 
       1.221095259703e-04       2.634569738921e-10      -7.952391536112e-12      -1.295751863169e-19       3.161748483764e-21       7.904371209411e-21       9.580330270144e-36       1.580874241882e-21      -5.964293652084e-12      -1.295751863169e-19       6.013069175775e-01       6.995810946721e-01      -7.952391536109e-12      -1.918624744355e-19       9.556248743440e-13       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -5.964293652088e-12       0.000000000000e+00      -2.201676317420e-36      -8.003998687637e-40 
       1.281162830828e-04       2.764168345106e-10      -8.754015631681e-12      -1.496529510193e-19       3.651679873771e-21       9.129199684428e-21       1.218022862410e-35       1.825839936886e-21      -6.565511723761e-12      -1.496529510193e-19       6.013063381924e-01       6.995803899229e-01      -8.754015631678e-12      -2.215910804162e-19       1.051953328509e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.565511723765e-12       0.000000000000e+00      -2.939500996748e-36      -1.120085345340e-39 
       1.341230401952e-04       2.893766954248e-10      -9.594126248078e-12      -1.717044484484e-19       4.189776258782e-21       1.047444064695e-20       1.531622371060e-35       2.094888129391e-21      -7.195594686059e-12      -1.717044484484e-19       6.013056972361e-01       6.995797309086e-01      -9.594126248075e-12      -2.542421314123e-19       1.152907645904e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.195594686065e-12       0.000000000000e+00      -3.872540799290e-36      -1.543497778201e-39 
       1.359250673290e-04       2.932646537568e-10      -9.853664304454e-12      -1.787128642833e-19       4.361028093390e-21       1.090257023348e-20       1.637352141942e-35       2.180514046695e-21      -7.390248228341e-12      -1.787128642833e-19       6.012990555483e-01       6.995731258346e-01      -9.853664304451e-12      -2.646193018282e-19       1.184096287868e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.390248228347e-12       0.000000000000e+00      -4.201541562698e-36      -1.693594043838e-39 
       1.377270944627e-04       2.971526121153e-10      -1.011666614731e-11      -1.859101235626e-19       4.536872790705e-21       1.134218197676e-20       1.748837554197e-35       2.268436395352e-21      -7.587499610484e-12      -1.859101235625e-19       6.012932833870e-01       6.995674324471e-01      -1.011666614731e-11      -2.752760898594e-19       1.215701710274e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.587499610490e-12       0.000000000000e+00      -4.553195716969e-36      -1.856151220970e-39 
       1.395291215965e-04       3.010405705004e-10      -1.038313177692e-11      -1.932984748408e-19       4.717375411289e-21       1.179343852822e-20       1.866312047526e-35       2.358687705644e-21      -7.787348832687e-12      -1.932984748408e-19       6.012880367868e-01       6.995623053539e-01      -1.038313177691e-11      -2.862158263821e-19       1.247723941350e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.787348832694e-12       0.000000000000e+00      -4.928926829968e-36      -2.031980062322e-39 
       1.413311487302e-04       3.049285289122e-10      -1.065306119309e-11      -2.008802285578e-19       4.902599919541e-21       1.225649979885e-20       1.990014930280e-35       2.451299959771e-21      -7.989795894816e-12      -2.008802285578e-19       6.012830885947e-01       6.995575132583e-01      -1.065306119308e-11      -2.974419339787e-19       1.280162963428e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.989795894823e-12       0.000000000000e+00      -5.330139235985e-36      -2.221942665757e-39 
       1.467372301314e-04       3.165924043071e-10      -1.148363216077e-11      -2.248198560705e-19       5.487069226609e-21       1.371767306652e-20       2.400906157229e-35       2.743534613305e-21      -8.612724120577e-12      -2.248198560705e-19       6.012779274264e-01       6.995528800824e-01      -1.148363216076e-11      -3.328887671408e-19       1.379978933770e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -8.612724120585e-12       0.000000000000e+00      -6.687742126770e-36      -2.888549339961e-39 
       1.521433115326e-04       3.282562799415e-10      -1.234537720602e-11      -2.505907870635e-19       6.116218680115e-21       1.529054670029e-20       2.877019831652e-35       3.058109340058e-21      -9.259032904516e-12      -2.505907870635e-19       6.012740405992e-01       6.995494781884e-01      -1.234537720601e-11      -3.710472304943e-19       1.483541514932e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.259032904525e-12       0.000000000000e+00      -8.319672840738e-36      -3.720051492664e-39 
       1.575493929339e-04       3.399201558154e-10      -1.323829632812e-11      -2.782584383321e-19       6.791727671410e-21       1.697931917853e-20       3.425846199733e-35       3.395863835705e-21      -9.928722246090e-12      -2.782584383321e-19       6.012697151666e-01       6.995455717463e-01      -1.323829632811e-11      -4.120141880262e-19       1.590850258770e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -9.928722246101e-12       0.000000000000e+00      -1.027073245744e-35      -4.748575107148e-39 
       1.629554743351e-04       3.515840319287e-10      -1.416238952673e-11      -3.078902923590e-19       7.515242082446e-21       1.878810520612e-20       4.055412384984e-35       3.757621041223e-21      -1.062179214505e-11      -3.078902923590e-19       6.012651493087e-01       6.995413898357e-01      -1.416238952673e-11      -4.558895620579e-19       1.701905532667e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.062179214506e-11       0.000000000000e+00      -1.258920174112e-35      -6.011593449347e-39 
       1.689283386116e-04       3.644707691600e-10      -1.521961416590e-11      -3.429970753907e-19       8.372358711679e-21       2.093089677920e-20       4.855198583257e-35       4.186179355839e-21      -1.141471062443e-11      -3.429970753907e-19       6.012616309445e-01       6.995384982656e-01      -1.521961416589e-11      -5.078716619137e-19       1.828964776489e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.141471062444e-11       0.000000000000e+00      -1.563778705427e-35      -7.732944800537e-39 
       1.749012028880e-04       3.773575066835e-10      -1.631489222502e-11      -3.806751769378e-19       9.292298310761e-21       2.323074577690e-20       5.776474956560e-35       4.646149155380e-21      -1.223616916876e-11      -3.806751769378e-19       6.012578306810e-01       6.995354161864e-01      -1.631489222501e-11      -5.636611992636e-19       1.960600441553e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.223616916878e-11       0.000000000000e+00      -1.927907016111e-35      -9.860276967927e-39 
       1.808740671645e-04       3.902442444994e-10      -1.744822370374e-11      -4.210153498486e-19       1.027728464086e-20       2.569321160215e-20       6.832586869831e-35       5.138642320431e-21      -1.308616777781e-11      -4.210153498486e-19       6.012538290685e-01       6.995321556711e-01      -1.744822370373e-11      -6.233925791291e-19       2.096811535209e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.308616777782e-11       0.000000000000e+00      -2.360197717894e-35      -1.247033013333e-38 
       1.868469314410e-04       4.031309826076e-10      -1.861960860008e-11      -4.641085912030e-19       1.132953745878e-20       2.832384364696e-20       8.037820396579e-35       5.664768729391e-21      -1.396470645006e-11      -4.641085912030e-19       6.012497700777e-01       6.995288394524e-01      -1.861960860007e-11      -6.872005631996e-19       2.237597767718e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.396470645008e-11       0.000000000000e+00      -2.870505128947e-35      -1.565114615394e-38 
       1.928191353410e-04       4.160162962147e-10      -1.982891109132e-11      -5.100406300956e-19       1.245114919597e-20       3.112787298992e-20       9.407276028424e-35       6.225574597984e-21      -1.487168331849e-11      -5.100406300956e-19       6.012457305179e-01       6.995255398128e-01      -1.982891109130e-11      -7.552121109789e-19       2.382942824614e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.487168331851e-11       0.000000000000e+00      -3.469656837443e-35      -1.950269756844e-38 
       1.987913392411e-04       4.289016101140e-10      -2.107625858408e-11      -5.589069861786e-19       1.364445243660e-20       3.411113109149e-20       1.095734229710e-34       6.822226218298e-21      -1.580719393806e-11      -5.589069861786e-19       6.012418032481e-01       6.995222988309e-01      -2.107625858406e-11      -8.275686713637e-19       2.532860793625e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.580719393809e-11       0.000000000000e+00      -4.169627619591e-35      -2.413936097686e-38 
       2.047635431412e-04       4.417869243056e-10      -2.236165107716e-11      -6.107985490319e-19       1.491166762295e-20       3.727916905738e-20       1.270532252911e-34       7.455833811477e-21      -1.677123830787e-11      -6.107985490319e-19       6.012379980107e-01       6.995191372950e-01      -2.236165107713e-11      -9.044048348824e-19       2.687351830261e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.677123830790e-11       0.000000000000e+00      -4.983593606613e-35      -2.969019831462e-38 
       2.107357470412e-04       4.546722387895e-10      -2.368508856904e-11      -6.658062036453e-19       1.625501520343e-20       4.063753800857e-20       1.466959148646e-34       8.127507601713e-21      -1.776381642678e-11      -6.658062036453e-19       6.012343153146e-01       6.995160691011e-01      -2.368508856902e-11      -9.858551862708e-19       2.846416209733e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.776381642681e-11       0.000000000000e+00      -5.925985177913e-35      -3.630072077943e-38 
       2.405909606159e-04       5.190862890303e-10      -3.087146098361e-11      -9.906569398057e-19       2.419031867141e-20       6.047579667852e-20       2.845472998941e-34       1.209515933570e-20      -2.315359573771e-11      -9.906569398057e-19       6.012093637438e-01       6.994946886248e-01      -3.087146098358e-11      -1.466868352318e-18       3.710192323152e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.315359573777e-11       0.000000000000e+00      -1.297631113921e-34      -9.206483519258e-38 
       2.704461741906e-04       5.835003465750e-10      -3.900858839051e-11      -1.406973740790e-18       3.436156879396e-20       8.590392198489e-20       5.107271955311e-34       1.718078439698e-20      -2.925644129288e-11      -1.406973740790e-18       6.011868918403e-01       6.994761703522e-01      -3.900858839044e-11      -2.083324829190e-18       4.688317478771e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.925644129297e-11       0.000000000000e+00      -2.597967766711e-34      -2.092088858056e-37 
       3.003013877653e-04       6.479144114236e-10      -4.809647065982e-11      -1.926131428110e-18       4.704580889654e-20       1.176145222413e-19       8.621641968462e-34       2.352290444827e-20      -3.607235299486e-11      -1.926131428110e-18       6.011702264620e-01       6.994634088121e-01      -4.809647065972e-11      -2.852071709252e-18       5.780791488554e-12       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -3.607235299501e-11       0.000000000000e+00      -4.869271920631e-34      -4.352778261176e-37 
